core_name,latitude,longitude,elevation,year,depth_to_550,depth_to_830,r2_550,r2_830,failed_fit_550,failed_fit_830,source,citation,region,FDM_point_index,FDM_latitude,FDM_longitude,FDM_rlat,FDM_rlon,FDM_depth_to_550_era055,FDM_depth_to_830_era055,Fit_R2_era055,Fit_model_era055,Fit_failed,FDM_depth_to_550_MO,FDM_depth_to_830_MO,Fit_R2_MO,Fit_model_MO,FDM_depth_to_550_interim,FDM_depth_to_830_interim,precip,ff10m,tskin,snowfall
North_Dye_3,66.0,-44.501,,1997,9.65,,0.91,,0,1,PKM standardized cores,,Greenland,6995,65.9847,-44.4807,171,144,11.48,69.99,0.993,Power law,0.0,6.83,40.71,0.978,Logarithmic,10.609821319580078,68.09902954101562,1.3006099834456109e-05,7.358155727386475,252.47640991210938,1.2976455764146522e-05
PARCA_NASAEASTA_1997,75.0,-30.0,2631.0,1997,14.14,,0.97,,0,1,SUMUP 2024,Mosley-Thompson et al. (2001),greenland,34693,74.9779,-29.9674,350,240,15.3,68.67,0.992,Power law,0.0,10.06,52.43,0.989,Logarithmic,15.381077766418457,66.88842010498047,4.30078125646105e-06,7.650187969207764,245.55470275878906,4.299707597965607e-06
PARCA_NDYE3A&B_1997,66.0,-44.501,2640.0,1997,10.64,,0.88,,0,1,SUMUP 2024,Mosley-Thompson et al. (2001),greenland,6995,65.9847,-44.4807,171,144,11.48,69.99,0.993,Power law,0.0,6.83,40.71,0.978,Logarithmic,10.609821319580078,68.09902954101562,1.3006099834456109e-05,7.358155727386475,252.47640991210938,1.2976455764146522e-05
PARCA_SDOMEA_1997,63.149,-44.817,2850.0,1997,11.41,,0.96,,0,1,SUMUP 2024,Mosley-Thompson et al. (2001),greenland,2406,63.1455,-44.8476,115,134,12.39,70.14,0.993,Power law,0.0,7.4,42.6,0.979,Logarithmic,10.973271369934082,68.79129028320312,1.2793555470125284e-05,8.33130931854248,251.73648071289062,1.2782177691406105e-05
PARCA_STUNUA_1997,69.5,-34.5,2650.0,1997,12.12,,0.95,,0,1,SUMUP 2024,Mosley-Thompson et al. (2001),greenland,16573,69.5239,-34.5,239,222,14.04,76.67,0.995,Power law,0.0,7.9,43.88,0.981,Logarithmic,12.036985397338867,78.47095489501953,1.5999063180061057e-05,7.911003589630127,251.37767028808594,1.599667848495301e-05
South_Dome_1,63.0,-44.187,,1997,13.11,,0.99,,0,1,PKM standardized cores,,Greenland,2198,63.0313,-44.1581,112,140,12.76,87.72,0.995,Logarithmic,0.0,6.49,38.42,0.98,Logarithmic,9.688127517700195,89.55033111572266,3.2859697967069224e-05,8.516080856323242,253.80189514160156,3.2828800613060594e-05
Tunu_S_1,69.5,-34.5,,1997,12.76,,0.96,,0,1,PKM standardized cores,,Greenland,16573,69.5239,-34.5,239,222,14.04,76.67,0.995,Power law,0.0,7.9,43.88,0.981,Logarithmic,12.036985397338867,78.47095489501953,1.5999063180061057e-05,7.911003589630127,251.37767028808594,1.599667848495301e-05
Tunu_S_2,69.5,-34.5,,1997,12.76,,0.96,,0,1,PKM standardized cores,added by EHC using S_1 values check validity,Greenland,16573,69.5239,-34.5,239,222,14.04,76.67,0.995,Power law,0.0,7.9,43.88,0.981,Logarithmic,12.036985397338867,78.47095489501953,1.5999063180061057e-05,7.911003589630127,251.37767028808594,1.599667848495301e-05
6345,63.8,-45.0,,1998,11.57,,0.98,,0,1,PKM standardized cores,,Greenland,3352,63.7904,-45.0286,128,134,10.94,67.7,0.992,Power law,0.0,7.14,41.88,0.979,Logarithmic,10.036141395568848,64.61194610595703,1.0490943168406375e-05,7.902590274810791,251.7603759765625,1.0470871529832948e-05
6348,63.8,-45.0,,1998,6.21,,0.53,,0,1,PKM standardized cores,,Greenland,3352,63.7904,-45.0286,128,134,10.94,67.7,0.992,Power law,0.0,7.14,41.88,0.979,Logarithmic,10.036141395568848,64.61194610595703,1.0490943168406375e-05,7.902590274810791,251.7603759765625,1.0470871529832948e-05
6642-2,66.5,-42.5,,1998,9.69,,0.96,,0,1,PKM standardized cores,,Greenland,8082,66.5169,-42.5022,180,161,12.46,77.79,0.996,Power law,0.0,6.77,40.66,0.98,Logarithmic,10.220205307006836,77.39350128173828,1.868288563855458e-05,6.911108016967773,252.59735107421875,1.8665752577362582e-05
6745,67.5,-45.0,,1998,10.51,,0.82,,0,1,PKM standardized cores,,Greenland,10926,67.5235,-44.9517,202,144,9.64,66.8,0.989,Power law,0.0,6.17,38.67,0.977,Logarithmic,9.378069877624512,63.706119537353516,1.2621403584489599e-05,7.288980484008789,253.16990661621094,1.2571625120472163e-05
6943,69.2,-43.0,,1998,11.96,,0.99,,0,1,PKM standardized cores,,Greenland,15656,69.211,-42.9953,234,162,13.19,74.34,0.995,Power law,0.0,7.58,43.45,0.982,Logarithmic,11.585774421691895,73.67545318603516,1.3155927263142075e-05,7.112724781036377,250.4654541015625,1.3150150152796414e-05
6945-1,69.0,-45.0,,1998,10.92,,0.9,,0,1,PKM standardized cores,,Greenland,15126,68.9809,-45.0372,231,147,10.74,69.38,0.992,Power law,0.0,6.35,39.38,0.975,Logarithmic,9.717159271240234,67.64283752441406,1.3627412045025267e-05,7.385846138000488,252.8788299560547,1.3584092812379822e-05
7249,72.2,-49.4,,1998,11.64,,0.8,,0,1,PKM standardized cores,,Greenland,26383,72.244,-49.3812,300,129,13.21,81.4,0.996,Logarithmic,0.0,7.32,41.92,0.983,Logarithmic,10.578115463256836,80.2298812866211,1.8932456441689283e-05,7.6249918937683105,251.5572052001953,1.8921489754575305e-05
7345,73.0,-45.0,,1998,13.07,,0.92,,0,1,PKM standardized cores,,Greenland,28038,72.9624,-45.027,310,157,15.56,74.35,0.994,Power law,0.0,9.53,49.67,0.987,Logarithmic,13.0973482131958,73.5650634765625,8.451721441815607e-06,7.215946674346924,246.9352569580078,8.448954758932814e-06
Dye 2 (Raven) Core A,66.478,-46.285,2119.0,1998,8.03,66.82,0.7,0.95,1,0,SUMUP 2024,Mosley-Thompson et al. (2001),greenland,8455,66.4949,-46.2676,183,131,6.97,63.21,0.975,Power law,0.0,4.63,34.16,0.957,Logarithmic,7.53850793838501,58.43702697753906,1.3926705833000597e-05,7.685156345367432,254.66366577148438,1.378420438413741e-05
NGRIP_1999,75.1,-42.32,2917.0,1999,17.69,,0.98,,0,1,SUMUP 2024,Vallelonga et al. (2014),greenland,34809,75.0996,-42.3593,351,176,16.68,71.97,0.992,Power law,0.0,10.74,54.48,0.989,Logarithmic,15.536652565002441,70.7284164428711,4.492749667406315e-06,6.324120044708252,244.1612548828125,4.491173058340792e-06
Basin1,71.8,-42.4419,,2003,14.1,,0.99,,0,1,PKM standardized cores,,Greenland,24058,71.7861,-42.4646,285,170,15.76,78.79,0.996,Power law,0.0,9.25,49.79,0.988,Logarithmic,13.555536270141602,79.00849151611328,1.03550646599615e-05,6.705235481262207,246.85556030273438,1.0352473509556148e-05
Basin2,68.0,-44.8278,,2003,9.99,,0.85,,0,1,PKM standardized cores,,Greenland,12107,67.9824,-44.8361,211,146,9.74,67.37,0.99,Power law,0.0,5.87,39.07,0.976,Logarithmic,9.723186492919922,64.77145385742188,1.2733710718748625e-05,7.32721471786499,253.04100036621094,1.2686709851550404e-05
Basin4,62.0,-46.34,,2003,6.16,,0.72,,0,1,PKM standardized cores,,Greenland,1098,61.9913,-46.343,94,117,5.73,57.54,0.962,Logarithmic,0.0,3.67,28.4,0.943,Logarithmic,7.462564468383789,54.712886810302734,1.6255275113508105e-05,8.776256561279297,256.5349426269531,1.5898847777862102e-05
Basin5,63.93,-46.3539,,2003,8.45,,0.89,,0,1,PKM standardized cores,,Greenland,3765,63.9637,-46.332,133,123,9.72,69.0,0.991,Power law,0.0,5.76,38.49,0.976,Logarithmic,9.53251838684082,65.55681610107422,1.4043846022104844e-05,7.775723934173584,253.06283569335938,1.3962558114144485e-05
Basin6,67.0,-41.7489,,2003,11.14,,0.98,,0,1,PKM standardized cores,,Greenland,9288,66.9923,-41.709,189,168,13.11,77.73,0.995,Power law,0.0,7.21,41.96,0.982,Logarithmic,10.528276443481445,77.25403594970703,1.70866751432186e-05,6.644576549530029,251.92153930664062,1.7077725715353154e-05
Basin7,67.52,-40.4061,,2003,10.8,,0.99,,0,1,PKM standardized cores,,Greenland,10569,67.5238,-40.3697,199,179,13.19,77.86,0.996,Power law,0.0,7.21,42.29,0.982,Logarithmic,10.587068557739258,78.37055969238281,1.6590745872235857e-05,6.71975564956665,251.66275024414062,1.6584723198320717e-05
Basin8,70.0,-36.4,,2003,13.34,,1.0,,0,1,PKM standardized cores,,Greenland,17954,69.9461,-36.3342,247,209,16.21,78.29,0.996,Power law,0.0,9.63,50.18,0.987,Logarithmic,14.296263694763184,79.40340423583984,1.0236733032797929e-05,6.391242504119873,247.24209594726562,1.023433287627995e-05
Basin9,65.01,-44.87,,2003,12.74,,0.94,,0,1,PKM standardized cores,,Greenland,5255,65.0058,-44.9197,152,138,10.65,67.67,0.992,Power law,0.0,6.43,40.23,0.979,Logarithmic,9.995590209960938,64.70002746582031,1.1260347491770517e-05,7.692836761474609,252.31829833984375,1.123593028751202e-05
D1,64.5,-43.5,2580.0,2003,8.92,76.22,0.46,0.98,0,0,PKM standardized cores,,Greenland,4425,64.5204,-43.5031,141,149,12.39,76.94,0.995,Power law,0.0,7.44,40.12,0.985,Logarithmic,9.891190528869629,76.31079864501953,1.965604860743042e-05,8.018224716186523,253.1746826171875,1.962148780876305e-05
D2,71.8,-46.2,2534.0,2003,12.57,81.28,0.87,0.99,0,0,PKM standardized cores,,Greenland,24478,71.8053,-46.1769,288,147,14.33,77.13,0.996,Power law,0.0,8.2,45.67,0.986,Logarithmic,11.646994590759277,76.79268646240234,1.2856551620643586e-05,7.524411678314209,249.38009643554688,1.285305006604176e-05
D3,69.8,-44.0,2433.0,2003,11.8,75.97,-0.31,0.95,0,0,PKM standardized cores,,Greenland,17727,69.7782,-44.0174,246,156,13.25,76.25,0.996,Power law,0.0,7.3,43.24,0.983,Logarithmic,11.223713874816895,75.95311737060547,1.4504523278446868e-05,7.28635311126709,250.80905151367188,1.4498667042062152e-05
D4,71.4167,-44.0333,2999.0,2003,12.49,78.88,0.96,0.93,0,0,PKM standardized cores,,Greenland,22964,71.385,-44.0916,278,159,14.83,78.05,0.996,Power law,0.0,8.54,47.05,0.987,Logarithmic,12.399301528930664,77.9287109375,1.2391459677019157e-05,7.101408958435059,248.41151428222656,1.2388333743729163e-05
D5,68.5,-42.9,2715.0,2003,11.95,72.67,-0.68,0.88,0,0,PKM standardized cores,,Greenland,13218,68.4596,-42.9445,219,161,12.7,72.09,0.995,Power law,0.0,7.32,43.52,0.982,Logarithmic,11.223820686340332,70.02572631835938,1.2004431482637301e-05,7.010648727416992,250.85647583007812,1.1996116882073693e-05
Das1,66.0056,-43.9878,,2003,11.83,69.85,-0.73,0.99,0,0,PKM standardized cores,,Greenland,6999,66.007,-43.9947,171,148,12.24,71.96,0.995,Power law,0.0,7.04,41.8,0.981,Logarithmic,10.977843284606934,70.81645965576172,1.4173841918818653e-05,7.283810615539551,252.3527374267578,1.4154566997603979e-05
Das2,67.5272,-36.0614,,2003,12.78,82.91,0.42,0.98,0,0,PKM standardized cores,,Greenland,10602,67.5434,-36.0644,199,212,15.35,78.1,0.996,Power law,0.0,8.94,47.86,0.984,Logarithmic,12.622268676757812,77.7724380493164,1.4623008610215038e-05,6.819645881652832,250.13925170898438,1.4620849469793029e-05
Sandy,72.55,-38.3167,3281.0,2003,14.16,74.23,0.98,0.96,0,0,PKM standardized cores,,Greenland,26280,72.5483,-38.3336,299,196,17.36,76.31,0.994,Power law,0.0,10.75,54.62,0.989,Logarithmic,16.144832611083984,76.17658996582031,6.242416475288337e-06,6.135289669036865,244.328857421875,6.240257334866328e-06
ACT_1,66.0,-46.5511,,2004,7.77,,0.84,,0,1,PKM standardized cores,,Greenland,7199,65.9709,-46.5723,173,127,6.42,63.02,0.975,Power law,0.0,4.28,34.0,0.955,Logarithmic,7.742076873779297,58.65879821777344,1.3065825442026835e-05,7.800906181335449,254.86691284179688,1.2903790775453672e-05
ACT_2,66.0119,-45.1581,2419.0,2004,13.06,70.04,0.46,0.96,0,0,PKM standardized cores,,Greenland,7211,66.0538,-45.118,173,139,10.39,69.29,0.991,Power law,0.0,6.08,40.15,0.972,Logarithmic,9.723970413208008,65.9234848022461,1.2834953849960584e-05,7.433406829833984,252.9877166748047,1.2780966244463343e-05
ACT_3,66.0,-43.6069,,2004,11.63,88.52,0.96,0.93,0,0,PKM standardized cores,,Greenland,7002,66.0227,-43.6297,171,151,12.38,74.92,0.994,Power law,0.0,6.82,41.42,0.978,Logarithmic,10.4462308883667,74.1136245727539,1.6317848348990083e-05,7.19354772567749,252.57199096679688,1.6299554772558622e-05
T12_2004_Apr,70.176,-45.34,2348.0,2004,9.96,,0.92,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,19297,70.1775,-45.333,255,148,12.69,74.65,0.996,Power law,0.0,7.05,42.53,0.98,Logarithmic,11.012161254882812,73.24555969238281,1.453293862141436e-05,7.49808931350708,251.51126098632812,1.4522116543957964e-05
T15_2004_Apr,70.303,-44.57,2491.0,2004,10.33,,0.91,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,19474,70.2581,-44.6186,256,153,13.29,75.0,0.996,Power law,0.0,7.42,43.74,0.981,Logarithmic,11.462872505187988,74.29080963134766,1.3870116163161583e-05,7.45053768157959,250.68765258789062,1.3865449545846786e-05
T19_2004_Apr,70.47,-43.56,2659.0,2004,10.31,,0.94,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,20180,70.5003,-43.4995,260,161,14.39,77.3,0.996,Power law,0.0,8.25,45.77,0.985,Logarithmic,12.06967544555664,77.41824340820312,1.2638674888876267e-05,7.19473123550415,249.40858459472656,1.2636123756237794e-05
T21_2004_May,70.544,-43.02,2737.0,2004,10.81,,0.94,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,20183,70.5147,-43.0522,260,164,14.54,77.34,0.996,Power law,0.0,8.39,46.19,0.986,Logarithmic,12.265423774719238,77.166259765625,1.2359320862742607e-05,7.060739040374756,248.99118041992188,1.23570089272107e-05
T21_2004_May_a,70.544,-43.02,2737.0,2004,10.62,,0.92,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,20183,70.5147,-43.0522,260,164,14.54,77.34,0.996,Power law,0.0,8.39,46.19,0.986,Logarithmic,12.265423774719238,77.166259765625,1.2359320862742607e-05,7.060739040374756,248.99118041992188,1.23570089272107e-05
T23_2004_May,70.625,-42.58,2794.0,2004,10.76,,0.92,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,20358,70.5778,-42.617,261,167,14.64,77.4,0.996,Power law,0.0,8.47,46.64,0.986,Logarithmic,12.577900886535645,77.59992218017578,1.2459989193303045e-05,7.001152515411377,248.6783447265625,1.245694966200972e-05
T27_2004_May,70.775,-41.54,2913.0,2004,11.66,,0.91,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,20837,70.7541,-41.5978,264,174,15.26,78.12,0.996,Power law,0.0,8.9,48.42,0.987,Logarithmic,13.14944076538086,78.31627655029297,1.105467072193278e-05,6.717689037322998,247.67974853515625,1.1052429726987612e-05
T31_2004_May,70.909,-40.64,3008.0,2004,11.85,,0.91,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,21141,70.8721,-40.7053,266,180,15.69,78.07,0.996,Power law,0.0,9.25,49.64,0.987,Logarithmic,13.78006649017334,78.60040283203125,1.019943920255173e-05,6.53997278213501,247.02359008789062,1.0196912626270205e-05
T35_2004_May,70.976,-39.55,3096.0,2004,11.93,,0.92,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,21455,70.9892,-39.4955,268,188,16.26,78.06,0.996,Power law,0.0,9.66,51.15,0.987,Logarithmic,14.377789497375488,78.73473358154297,9.336149560112972e-06,6.273548126220703,246.2533416748047,9.333909474662505e-06
T41_2004_Aug_c,71.079,-37.92,3201.0,2004,11.91,,0.91,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,21617,71.0494,-37.9618,269,198,16.61,77.02,0.995,Power law,0.0,10.06,52.38,0.988,Logarithmic,15.167254447937012,78.1267318725586,8.010419151105452e-06,6.100971221923828,245.5766143798828,8.008482836885378e-06
T41_2004_May_c,71.079,-37.92,3201.0,2004,12.2,,0.92,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,21617,71.0494,-37.9618,269,198,16.61,77.02,0.995,Power law,0.0,10.06,52.38,0.988,Logarithmic,15.167254447937012,78.1267318725586,8.010419151105452e-06,6.100971221923828,245.5766143798828,8.008482836885378e-06
T15_2006_May,70.303,-44.57,2491.0,2006,7.69,,0.85,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,19474,70.2581,-44.6186,256,153,13.32,75.25,0.996,Power law,0.0,7.95,43.82,0.985,Logarithmic,11.778691291809082,74.33113861083984,1.3870116163161583e-05,7.45053768157959,250.68765258789062,1.3865449545846786e-05
T19_2006_Aug,70.47,-43.56,2659.0,2006,7.87,,0.85,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,20180,70.5003,-43.4995,260,161,14.46,77.56,0.997,Power law,0.0,8.33,45.96,0.986,Logarithmic,12.16165542602539,77.5722885131836,1.2638674888876267e-05,7.19473123550415,249.40858459472656,1.2636123756237794e-05
T19_2006_May,70.47,-43.56,2659.0,2006,8.19,,0.85,,0,1,SUMUP 2024,Morris and Wingham (2014),greenland,20180,70.5003,-43.4995,260,161,14.46,77.56,0.997,Power law,0.0,8.33,45.96,0.986,Logarithmic,12.16165542602539,77.5722885131836,1.2638674888876267e-05,7.19473123550415,249.40858459472656,1.2636123756237794e-05
CP_2007,69.9,-47.0,2000.0,2007,12.84,77.77,1.0,0.99,0,0,SUMUP 2024,Porter and Mosley-Thompson (2014),greenland,18580,69.8936,-46.9875,251,136,7.94,67.38,0.984,Power law,0.0,4.73,37.56,0.964,Logarithmic,7.579240322113037,63.5612907409668,1.4049877790967003e-05,7.999753475189209,253.96791076660156,1.3993720131111331e-05
NEEM07S3,77.45,-51.06,2460.0,2007,16.16,74.03,0.97,0.99,0,0,SUMUP 2024,Steen-Larsen et al. (2011),greenland,43942,77.4159,-51.0931,403,142,16.43,72.86,0.994,Power law,0.0,10.28,53.39,0.988,Logarithmic,14.475863456726074,70.18266296386719,5.529893314815126e-06,6.650078773498535,245.2727813720703,5.5276459534070455e-06
T4-1,69.819983,-47.4505,1877.0,2007,8.84,,0.56,,0,1,PKM standardized cores,"Harper, J., Humphrey, N., Pfeffer, W. T., Brown, J., & Fettweis, X. (2012). Greenland ice-sheet contribution to sea-level rise buffered by meltwater storage in firn. Nature, 491(7423), 240–243. https://doi.org/10.1038/nature11566",Greenland,18577,69.8696,-47.4177,251,133,6.27,65.22,0.974,Power law,0.0,3.93,35.28,0.95,Logarithmic,7.240584850311279,60.561763763427734,1.5073697795742191e-05,8.134757041931152,254.70559692382812,1.4980949345044792e-05
,72.594,-38.625,3210.0,2007,17.11,,0.89,,0,1,SUMUP 2024,Adolph et al. (2014),greenland,26448,72.5966,-38.6702,300,194,17.05,76.33,0.995,Power law,0.0,10.47,54.37,0.989,Logarithmic,15.66724681854248,76.37979125976562,6.3361753745994065e-06,6.163347244262695,244.4114532470703,6.334119461826049e-06
2009S2_Keegan,77.45,-51.06,2460.0,2009,16.11,74.75,0.85,0.96,0,0,SUMUP 2024,Baker et al. (2009),greenland,43942,77.4159,-51.0931,403,142,16.11,72.68,0.994,Power law,0.0,9.99,53.17,0.988,Logarithmic,14.26961612701416,69.88278198242188,5.529893314815126e-06,6.650078773498535,245.2727813720703,5.5276459534070455e-06
NEEM2009S2_Baker,77.45,-51.06,,2009,17.08,,0.91,,0,1,SUMUP 2024,Baker et al. (2009),greenland,43942,77.4159,-51.0931,403,142,16.11,72.68,0.994,Power law,0.0,9.99,53.17,0.988,Logarithmic,14.26961612701416,69.88278198242188,5.529893314815126e-06,6.650078773498535,245.2727813720703,5.5276459534070455e-06
ACT10_A,66.0,-41.4667,1825.0,2010,5.09,,-5.16,,0,1,PKM standardized cores,,Greenland,6916,66.0479,-41.4228,170,169,9.18,84.23,0.991,Logarithmic,0.0,4.47,33.29,0.969,Logarithmic,6.821574687957764,83.2672348022461,2.972758375108242e-05,7.671574115753174,255.83538818359375,2.965461499115918e-05
ACT10_B,65.7667,-41.8667,1999.0,2010,9.11,,-0.63,,0,1,PKM standardized cores,,Greenland,6410,65.7847,-41.8667,165,165,8.96,88.54,0.991,Logarithmic,0.0,8.96,88.54,0.991,Logarithmic,6.673184871673584,89.86599731445312,3.378502151463181e-05,7.959957122802734,256.4317932128906,3.37002711603418e-05
ACT10_C,66.0,-42.7667,2354.0,2010,8.86,,0.56,,0,1,PKM standardized cores,,Greenland,6905,66.006,-42.7654,170,158,11.0,82.02,0.994,Logarithmic,0.0,5.71,38.21,0.981,Logarithmic,8.371569633483887,82.3680419921875,2.2737327526556328e-05,7.239381790161133,253.55189514160156,2.26987358473707e-05
ACT11C,66.291,-40.746,,2011,6.59,,0.9,,0,1,SUMUP 2024,Miège et al. (2013),greenland,7471,66.3152,-40.7219,175,175,8.36,82.78,0.993,Logarithmic,0.0,4.15,32.55,0.97,Logarithmic,6.7436604499816895,81.66899871826172,2.8872616894659586e-05,7.698355197906494,255.70945739746094,2.8817239581258036e-05
ACT11D,66.479,-46.31,,2011,4.05,54.17,,0.88,1,0,SUMUP 2024,Miège et al. (2013),greenland,8455,66.4949,-46.2676,183,131,5.09,64.49,0.959,Logarithmic,0.0,3.15,34.49,0.941,Logarithmic,6.211603164672852,58.98341751098633,1.3926705833000597e-05,7.685156345367432,254.66366577148438,1.378420438413741e-05
NEEM2011S1,77.45,-51.06,2460.0,2011,15.05,75.62,0.98,0.98,0,0,SUMUP 2024,Sigl et al. (2013),greenland,43942,77.4159,-51.0931,403,142,16.17,72.8,0.995,Power law,0.0,10.04,53.28,0.988,Logarithmic,14.267745971679688,69.91068267822266,5.529893314815126e-06,6.650078773498535,245.2727813720703,5.5276459534070455e-06
EastGRIP,75.623,-35.96,2702.0,2012,17.89,65.37,0.99,0.99,0,0,SUMUP 2024,Vallelonga et al. (2014),greenland,36444,75.5947,-35.8951,360,209,16.87,69.62,0.989,Power law,0.0,11.08,56.23,0.987,Logarithmic,16.434839248657227,67.83866882324219,3.5111802390019875e-06,6.733895301818848,244.15231323242188,3.509962652969989e-06
NG2012,75.017,-42.533,2917.0,2012,15.46,,0.93,,0,1,SUMUP 2024,Freitag et al. (2021)               ,greenland,34450,74.9958,-42.5203,349,175,16.52,72.69,0.994,Power law,0.0,10.4,54.49,0.989,Logarithmic,15.686412811279297,71.67813873291016,4.8363199312007055e-06,6.308990001678467,244.2419891357422,4.834655555896461e-06
,72.577,-38.47,3203.0,2015,14.29,,0.88,,0,1,SUMUP 2024,MacFerrin et al. (2022),greenland,26279,72.5475,-38.5003,299,195,16.77,76.54,0.996,Power law,0.0,10.24,54.38,0.99,Logarithmic,15.631360054016113,76.17127227783203,6.346874670271063e-06,6.125584125518799,244.37355041503906,6.34466732662986e-06
,72.577,-38.469,3203.0,2015,14.03,,0.87,,0,1,SUMUP 2024,MacFerrin et al. (2022),greenland,26279,72.5475,-38.5003,299,195,16.77,76.54,0.996,Power law,0.0,10.24,54.38,0.99,Logarithmic,15.631360054016113,76.17127227783203,6.346874670271063e-06,6.125584125518799,244.37355041503906,6.34466732662986e-06
EastGRIP Main Core,75.63,-36.0,2704.0,2016,17.87,65.41,0.98,0.99,0,0,SUMUP 2024,Rasmussen et al. (2023),greenland,36791,75.6959,-36.0862,362,208,16.49,69.97,0.991,Power law,0.0,10.74,56.14,0.989,Logarithmic,16.751195907592773,68.259033203125,3.422474264880293e-06,6.176070690155029,243.68856811523438,3.4212648643006105e-06
,70.302,-44.564,,2016,12.12,,0.87,,0,1,SUMUP 2024,Graeter et al. (2018),greenland,19474,70.2581,-44.6186,256,153,12.23,75.02,0.996,Power law,0.0,6.8,42.91,0.983,Logarithmic,9.754072189331055,73.74498748779297,1.3870116163161583e-05,7.45053768157959,250.68765258789062,1.3865449545846786e-05
,72.578,-38.469,3209.0,2017,15.59,,0.91,,0,1,SUMUP 2024,MacFerrin et al. (2022),greenland,26279,72.5475,-38.5003,299,195,16.77,76.59,0.996,Power law,0.0,10.24,54.42,0.99,Logarithmic,15.474518775939941,76.20204162597656,6.346874670271063e-06,6.125584125518799,244.37355041503906,6.34466732662986e-06
,72.999,-44.997,,2017,11.75,,0.97,,0,1,SUMUP 2024,Lewis et al. (2019),greenland,28038,72.9624,-45.027,310,157,15.08,74.84,0.996,Power law,0.0,9.09,50.0,0.989,Logarithmic,12.852360725402832,73.28043365478516,8.451721441815607e-06,7.215946674346924,246.9352569580078,8.448954758932814e-06
,73.831,-49.478,,2017,11.86,,0.91,,0,1,SUMUP 2024,Lewis et al. (2019),greenland,31503,73.8717,-49.4507,332,135,12.18,70.47,0.996,Power law,0.0,7.31,44.6,0.987,Logarithmic,10.086943626403809,67.12303161621094,9.562125342199579e-06,7.6002373695373535,249.50543212890625,9.55663654167438e-06
,73.593,-47.197,,2017,12.45,,0.93,,0,1,SUMUP 2024,Lewis et al. (2019),greenland,30061,73.5273,-47.2367,323,146,13.89,74.1,0.996,Power law,0.0,8.28,47.32,0.989,Logarithmic,11.416091918945312,72.20040893554688,9.434539606445469e-06,7.466477870941162,248.0344696044922,9.43064696912188e-06
SE-Dome II (X-ray),67.19,-36.47,3160.0,2021,10.7,92.18,0.9,0.96,0,0,SUMUP 2024,Kawakami et al. (2023),greenland,9705,67.1966,-36.4715,192,209,13.25,79.43,0.995,Logarithmic,0.0,7.7,44.85,0.99,Logarithmic,,,1.7957539967028424e-05,7.594783782958984,249.61343383789062,1.7956666852114722e-05
SE-Dome II (bulk),67.19,-36.47,3160.0,2021,11.89,93.61,0.9,0.93,0,0,SUMUP 2024,Kawakami et al. (2023),greenland,9705,67.1966,-36.4715,192,209,13.25,79.43,0.995,Logarithmic,0.0,7.7,44.85,0.99,Logarithmic,,,1.7957539967028424e-05,7.594783782958984,249.61343383789062,1.7956666852114722e-05
