core_name,latitude,longitude,elevation,year,depth_to_550,depth_to_830,source,citation,region
ACT10A,65.697,-41.481,,2010,7.288,40.096,SUMUP 2024,Miège et al. (2013),Greenland
ACT10B,65.775,-41.867,,2010,10.508,,SUMUP 2024,Miège et al. (2013),Greenland
ACT10C,66.0,-42.783,,2010,9.098,,SUMUP 2024,Miège et al. (2013),Greenland
ACT10_A,66.0,-41.4667,1825.0,2010,5.07,,"""PKM standardized cores""",,Greenland
T21_2010_Jul,70.544,-43.02,2737.0,2010,4.909,,SUMUP 2024,Morris and Wingham (2014),Greenland
T21_2010_Jun,70.544,-43.02,2737.0,2010,3.579,,SUMUP 2024,Morris and Wingham (2014),Greenland
T27_2010_Jun,70.775,-41.54,2913.0,2010,4.594,,SUMUP 2024,Morris and Wingham (2014),Greenland
T31_2010_Jun,70.909,-40.64,3008.0,2010,5.874,,SUMUP 2024,Morris and Wingham (2014),Greenland
ACT11A,66.184,-39.078,,2011,4.807,,SUMUP 2024,Miège et al. (2013),Greenland
ACT11A2,66.179,-39.02,,2011,5.403,,SUMUP 2024,Miège et al. (2013),Greenland
ACT11B,66.217,-39.566,,2011,3.209,58.646,SUMUP 2024,Miège et al. (2013),Greenland
ACT11C,66.291,-40.746,,2011,3.486,,SUMUP 2024,Miège et al. (2013),Greenland
ACT11D,66.479,-46.31,,2011,6.19,54.187,SUMUP 2024,Miège et al. (2013),Greenland
GrIT_20110424,76.477,-66.08,,2011,2.136,,SUMUP 2024,Hawley et al. (2014),Greenland
GrIT_20110424,76.443,-67.008,,2011,3.056,,SUMUP 2024,Hawley et al. (2014),Greenland
GrIT_20110424,76.405,-67.306,,2011,3.314,,SUMUP 2024,Hawley et al. (2014),Greenland
GrIT_20110430,77.265,-58.528,,2011,5.34,,SUMUP 2024,Hawley et al. (2014),Greenland
GrIT_20110508,76.5,-43.732,2803.0,2011,8.694,,SUMUP 2024,Hawley et al. (2014),Greenland
GrIT_20110512,74.422,-39.294,,2011,1.899,,SUMUP 2024,Hawley et al. (2014),Greenland
GrIT_20110528,77.371,-55.927,,2011,7.796,,SUMUP 2024,Hawley et al. (2014),Greenland
NEEM2011S1,77.45,-51.06,2460.0,2011,15.035,73.613,SUMUP 2024,Sigl et al. (2013),Greenland
SwissCamp_Swiss Camp PIT 03,69.555,-49.365,1170.0,2011,0.45,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
T21_2011_Aug,70.544,-43.02,2737.0,2011,3.698,,SUMUP 2024,Morris and Wingham (2014),Greenland
T21_2011_Jul,70.544,-43.02,2737.0,2011,3.291,,SUMUP 2024,Morris and Wingham (2014),Greenland
T23_2011_Jul,70.625,-42.58,2794.0,2011,2.517,,SUMUP 2024,Morris and Wingham (2014),Greenland
T27_2011_Jul,70.775,-41.54,2913.0,2011,3.682,,SUMUP 2024,Morris and Wingham (2014),Greenland
T31_2011_Jul,70.909,-40.64,3008.0,2011,4.606,,SUMUP 2024,Morris and Wingham (2014),Greenland
EastGRIP,75.623,-35.96,2702.0,2012,18.366,65.329,SUMUP 2024,Vallelonga et al. (2014),Greenland
NG2012,75.017,-42.533,2917.0,2012,16.166,,SUMUP 2024,Freitag et al. (2021)               ,Greenland
,72.55,-38.1,3209.0,2012,0.52,,SUMUP 2024,Chellman et al. (2009),Greenland
,67.0,-47.021,1840.0,2012,3.909,6.738,SUMUP 2024,Machguth et al. (2016),Greenland
,67.0,-47.021,1840.0,2012,4.774,5.51,SUMUP 2024,Machguth et al. (2016),Greenland
,66.998,-47.021,1840.0,2012,6.666,1.853,SUMUP 2024,Machguth et al. (2016),Greenland
FA13A,66.181,-39.044,,2013,6.073,25.122,SUMUP 2024,Miège et al. (2013),Greenland
FA13B,66.181,-39.043,1563.0,2013,5.116,24.953,SUMUP 2024,Koenig et al. (2014),Greenland
,72.55,-38.1,3209.0,2013,0.502,,SUMUP 2024,Chellman et al. (2009),Greenland
,67.0,-47.023,1840.0,2013,7.064,4.101,SUMUP 2024,Machguth et al. (2016),Greenland
,66.998,-47.022,1840.0,2013,7.596,7.669,SUMUP 2024,Machguth et al. (2016),Greenland
,66.978,-46.629,1950.0,2013,7.745,10.234,SUMUP 2024,Machguth et al. (2016),Greenland
,66.982,-46.119,2060.0,2013,7.212,6.512,SUMUP 2024,Machguth et al. (2016),Greenland
,66.478,-46.285,2119.0,2013,6.345,11.951,SUMUP 2024,Machguth et al. (2016),Greenland
,66.473,-46.283,2119.0,2013,3.895,4.675,SUMUP 2024,Machguth et al. (2016),Greenland
,66.985,-45.755,2142.0,2013,8.478,5.262,SUMUP 2024,Machguth et al. (2016),Greenland
,66.983,-45.045,2266.0,2013,7.445,5.186,SUMUP 2024,Machguth et al. (2016),Greenland
,66.985,-44.394,2361.0,2013,6.145,2.815,SUMUP 2024,Machguth et al. (2016),Greenland
,73.873,-41.8,,2013,1.662,,SUMUP 2024,Polashenski et al. (2015),Greenland
,77.058,-49.6,,2013,0.623,,SUMUP 2024,Polashenski et al. (2015),Greenland
,77.042,-54.517,,2013,1.619,,SUMUP 2024,Polashenski et al. (2015),Greenland
,77.217,-61.022,,2013,1.663,,SUMUP 2024,Polashenski et al. (2015),Greenland
,78.0,-58.0,,2013,1.337,,SUMUP 2024,Polashenski et al. (2015),Greenland
FA14,66.181,-39.044,,2014,4.986,,SUMUP 2024,Miège et al. (2013),Greenland
GlacioBasis_ZAC-L,74.624,-21.374,694.0,2014,1.899,1.972,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GlacioBasis_ZAC-U,74.643,-21.463,920.0,2014,1.158,1.496,SUMUP 2024,GEUS snow and firn data (2023),Greenland
,77.444,-51.069,2450.0,2015,1.762,,SUMUP 2024,Schaller et al. (2016),Greenland
,77.367,-50.11,2501.0,2015,1.746,,SUMUP 2024,Schaller et al. (2016),Greenland
,77.254,-49.231,2552.0,2015,1.698,,SUMUP 2024,Schaller et al. (2016),Greenland
,77.12,-48.171,2596.0,2015,1.717,,SUMUP 2024,Schaller et al. (2016),Greenland
,76.982,-47.138,2652.0,2015,1.477,,SUMUP 2024,Schaller et al. (2016),Greenland
,76.325,-43.061,2782.0,2015,1.503,,SUMUP 2024,Schaller et al. (2016),Greenland
,76.178,-41.16,2766.0,2015,1.123,,SUMUP 2024,Schaller et al. (2016),Greenland
,76.105,-40.299,2757.0,2015,1.199,,SUMUP 2024,Schaller et al. (2016),Greenland
,75.935,-38.469,2725.0,2015,1.47,,SUMUP 2024,Schaller et al. (2016),Greenland
,75.858,-37.697,2708.0,2015,1.419,,SUMUP 2024,Schaller et al. (2016),Greenland
,75.706,-36.544,2670.0,2015,1.605,,SUMUP 2024,Schaller et al. (2016),Greenland
,75.629,-35.986,2663.0,2015,1.174,,SUMUP 2024,Schaller et al. (2016),Greenland
,67.0,-47.025,1840.0,2015,10.928,3.295,SUMUP 2024,Machguth et al. (2016),Greenland
,65.999,-44.502,2464.0,2015,10.212,4.681,SUMUP 2024,Machguth et al. (2016),Greenland
,66.632,-46.895,1927.0,2015,1.055,,SUMUP 2024,Machguth et al. (2016),Greenland
,66.994,-44.385,2355.0,2015,9.962,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,66.478,-42.496,2376.0,2015,5.472,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,66.478,-42.497,2378.0,2015,1.501,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,66.478,-42.496,2368.0,2015,6.355,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,66.478,-42.496,2384.0,2015,8.288,9.613,SUMUP 2024,MacFerrin et al. (2022),Greenland
,65.999,-44.502,2451.0,2015,5.899,11.345,SUMUP 2024,MacFerrin et al. (2022),Greenland
,65.999,-44.502,2453.0,2015,7.395,5.418,SUMUP 2024,MacFerrin et al. (2022),Greenland
,66.478,-46.286,2126.0,2015,8.655,14.129,SUMUP 2024,MacFerrin et al. (2022),Greenland
,69.876,-47.029,1942.0,2015,3.605,4.678,SUMUP 2024,MacFerrin et al. (2022),Greenland
,69.877,-47.029,1942.0,2015,5.755,3.805,SUMUP 2024,MacFerrin et al. (2022),Greenland
,75.625,-35.979,2661.0,2015,10.555,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,72.577,-38.47,3203.0,2015,12.455,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,72.577,-38.469,3203.0,2015,12.355,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,66.362,-39.312,1664.0,2015,5.054,22.019,SUMUP 2024,Miller et al. (2018),Greenland
,66.355,-39.179,1543.0,2015,1.643,35.612,SUMUP 2024,Miller et al. (2018),Greenland
,69.662,-52.733,,2015,6.535,15.557,SUMUP 2024,Sarah et al. (2018),Greenland
,68.892,-43.502,,2015,12.248,68.837,SUMUP 2024,Trusel et al. (2018),Greenland
2016_DYE-2 Pit 02,66.482,-46.291,2165.0,2016,0.344,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
2016_DYE-2 Pit 03,66.482,-46.291,2165.0,2016,0.884,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
2016_KANU Pit 04,66.991,-47.025,,2016,0.608,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
EastGRIP Main Core,75.63,-36.0,2704.0,2016,18.124,62.299,SUMUP 2024,Rasmussen et al. (2023),Greenland
,67.0,-47.026,1838.0,2016,11.126,6.907,SUMUP 2024,MacFerrin et al. (2019),Greenland
,67.0,-47.026,1838.0,2016,1.581,3.384,SUMUP 2024,MacFerrin et al. (2022),Greenland
,66.985,-44.395,2314.0,2016,13.455,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,66.478,-42.496,2372.0,2016,12.705,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,65.999,-44.502,2453.0,2016,15.955,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,72.578,-38.469,3209.0,2016,15.755,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,75.626,-35.978,2664.0,2016,14.96,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,69.876,-47.031,1936.0,2016,9.707,6.719,SUMUP 2024,MacFerrin et al. (2022),Greenland
,66.473,-46.283,2126.0,2016,10.261,9.161,SUMUP 2024,MacFerrin et al. (2022),Greenland
,67.049,-49.023,1215.0,2016,0.478,,SUMUP 2024,Cooper et al. (2018),Greenland
,67.048,-49.026,1215.0,2016,0.199,,SUMUP 2024,Cooper et al. (2018),Greenland
,67.048,-49.028,1215.0,2016,0.21,0.29,SUMUP 2024,Cooper et al. (2018),Greenland
,67.046,-49.033,1215.0,2016,0.594,,SUMUP 2024,Cooper et al. (2018),Greenland
,67.045,-49.035,1215.0,2016,0.379,,SUMUP 2024,Cooper et al. (2018),Greenland
,75.63,-35.98,2663.0,2016,1.718,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.634,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.712,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.713,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,2.095,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,2.163,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.788,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,3.002,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.635,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.914,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.674,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.942,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.668,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.931,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.902,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.785,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.622,,SUMUP 2024,Schaller et al. (2017),Greenland
,75.63,-35.98,2663.0,2016,1.696,,SUMUP 2024,Schaller et al. (2017),Greenland
,66.358,-39.239,1619.0,2016,2.857,13.356,SUMUP 2024,Miller et al. (2018),Greenland
,66.353,-39.135,1519.0,2016,2.348,26.885,SUMUP 2024,Miller et al. (2018),Greenland
,69.731,-48.133,,2016,0.975,1.905,SUMUP 2024,Otosaka et al. (2020),Greenland
,69.811,-47.51,,2016,0.618,0.756,SUMUP 2024,Otosaka et al. (2020),Greenland
,69.851,-47.253,,2016,1.397,0.768,SUMUP 2024,Otosaka et al. (2020),Greenland
,66.984,-45.753,,2016,7.739,18.733,SUMUP 2024,Graeter et al. (2018),Greenland
,67.499,-44.999,,2016,6.301,7.59,SUMUP 2024,Graeter et al. (2018),Greenland
,67.831,-45.094,,2016,6.22,5.048,SUMUP 2024,Graeter et al. (2018),Greenland
,68.419,-44.911,,2016,8.812,9.118,SUMUP 2024,Graeter et al. (2018),Greenland
,68.999,-45.0,,2016,7.736,7.507,SUMUP 2024,Graeter et al. (2018),Greenland
,69.572,-45.346,,2016,10.332,6.989,SUMUP 2024,Graeter et al. (2018),Greenland
,70.302,-44.564,,2016,9.913,,SUMUP 2024,Graeter et al. (2018),Greenland
Camp Century (Core B62),77.171,-61.078,1887.0,2017,11.262,48.667,SUMUP 2024,"Colgan et al. (2018), Colgan (2021)",Greenland
,67.0,-47.023,1840.0,2017,9.913,12.265,SUMUP 2024,MacFerrin et al. (2019),Greenland
,66.632,-46.895,1927.0,2017,7.411,10.635,SUMUP 2024,MacFerrin et al. (2019),Greenland
,66.985,-44.394,2361.0,2017,6.428,7.665,SUMUP 2024,MacFerrin et al. (2022),Greenland
,66.478,-42.496,2372.0,2017,11.448,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,65.999,-44.502,2453.0,2017,5.506,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,66.473,-46.283,2126.0,2017,7.24,11.86,SUMUP 2024,MacFerrin et al. (2022),Greenland
,66.473,-46.283,2126.0,2017,1.623,4.006,SUMUP 2024,MacFerrin et al. (2022),Greenland
,69.876,-47.031,1936.0,2017,7.82,5.974,SUMUP 2024,MacFerrin et al. (2022),Greenland
,75.626,-35.978,2664.0,2017,14.62,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,72.578,-38.469,3209.0,2017,11.495,,SUMUP 2024,MacFerrin et al. (2022),Greenland
,69.852,-47.255,,2017,2.011,1.501,SUMUP 2024,Otosaka et al. (2020b),Greenland
,70.02,-46.306,,2017,1.813,1.761,SUMUP 2024,Otosaka et al. (2020b),Greenland
,70.176,-45.345,,2017,4.969,2.315,SUMUP 2024,Otosaka et al. (2020b),Greenland
,71.079,-37.92,,2017,2.336,,SUMUP 2024,Otosaka et al. (2020b),Greenland
,70.559,-46.731,,2017,4.405,5.36,SUMUP 2024,Lewis et al. (2019),Greenland
,71.043,-47.224,,2017,16.536,,SUMUP 2024,Lewis et al. (2019),Greenland
,71.926,-47.486,,2017,10.498,,SUMUP 2024,Lewis et al. (2019),Greenland
,72.2,-49.4,,2017,11.133,,SUMUP 2024,Lewis et al. (2019),Greenland
,72.535,-50.017,,2017,11.816,,SUMUP 2024,Lewis et al. (2019),Greenland
,73.01,-50.131,,2017,9.613,,SUMUP 2024,Lewis et al. (2019),Greenland
,73.831,-49.478,,2017,10.671,,SUMUP 2024,Lewis et al. (2019),Greenland
,73.593,-47.197,,2017,12.46,,SUMUP 2024,Lewis et al. (2019),Greenland
,72.999,-44.997,,2017,12.208,,SUMUP 2024,Lewis et al. (2019),Greenland
,66.527,-46.887,1963.0,2017,6.265,8.3,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.865,-46.265,2060.0,2017,2.926,8.215,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.865,-46.265,2060.0,2017,1.192,3.55,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.478,-46.287,2112.0,2017,10.636,7.391,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.535,-45.959,2163.0,2017,6.85,9.94,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.985,-44.395,2355.0,2017,4.175,6.591,SUMUP 2024,Rennermalm et al. (2021),Greenland
2018-CP-30m,69.877,-47.011,,2018,15.904,10.799,SUMUP 2024,Harper and Humphrey (2023),Greenland
2018-T5-30m,69.848,-47.274,,2018,12.509,8.535,SUMUP 2024,Harper and Humphrey (2023),Greenland
PROMICE_0-6_new,76.368,-68.011,810.0,2018,3.948,7.868,SUMUP 2024,GEUS snow and firn data (2023),Greenland
SwissCamp_Swiss Camp PIT 01,69.555,-49.365,1170.0,2018,0.645,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
,67.0,-47.029,1840.0,2018,1.348,2.675,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.983,-45.046,2266.0,2018,8.396,12.666,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.478,-46.287,2112.0,2018,7.996,5.457,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.478,-46.287,2112.0,2018,4.035,3.004,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.478,-46.287,2112.0,2018,2.677,4.813,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.478,-46.287,2112.0,2018,4.117,4.432,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.478,-46.287,2112.0,2018,5.228,4.355,SUMUP 2024,Rennermalm et al. (2021),Greenland
2019-T2-32m,69.757,-47.88,,2019,3.778,11.516,SUMUP 2024,Harper and Humphrey (2023),Greenland
2019-T2minus-32m,69.754,-47.912,,2019,3.172,18.77,SUMUP 2024,Harper and Humphrey (2023),Greenland
2019-T3-32m,69.782,-47.668,,2019,5.791,9.132,SUMUP 2024,Harper and Humphrey (2023),Greenland
2019-T4-32m,69.82,-47.45,,2019,7.713,13.48,SUMUP 2024,Harper and Humphrey (2023),Greenland
DYE-2,66.481,-46.28,2100.0,2019,14.96,20.967,SUMUP 2024,GEUS snow and firn data (2023),Greenland
,66.478,-46.289,2113.0,2019,6.787,6.936,SUMUP 2024,Rennermalm et al. (2021),Greenland
,67.0,-47.03,1825.0,2019,0.633,3.67,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.978,-46.628,1955.0,2019,2.055,3.665,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.983,-46.12,2056.0,2019,8.825,15.364,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.985,-45.754,2128.0,2019,6.892,5.686,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.984,-45.754,2135.0,2019,4.405,6.454,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.527,-46.947,1959.0,2019,4.045,12.458,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.547,-47.024,1905.0,2019,0.932,8.191,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.554,-47.067,1900.0,2019,8.048,5.632,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.547,-47.024,1898.0,2019,6.33,4.327,SUMUP 2024,Rennermalm et al. (2021),Greenland
,66.56,-47.106,1895.0,2019,0.914,3.222,SUMUP 2024,Rennermalm et al. (2021),Greenland
CP1_CP1 (Core 1),69.878,-46.997,2022.0,2021,0.638,1.038,SUMUP 2024,GEUS snow and firn data (2023),Greenland
FS2_12m,66.986,-47.238,1765.0,2021,6.193,6.15,SUMUP 2024,Clerx et al. (2022),Greenland
FS4_20m,67.011,-46.817,1894.0,2021,9.63,5.48,SUMUP 2024,Clerx et al. (2022),Greenland
FS4_5m,67.011,-46.817,1894.0,2021,3.14,4.123,SUMUP 2024,Clerx et al. (2022),Greenland
FS5_20m,67.01,-46.465,1977.0,2021,8.019,11.193,SUMUP 2024,Clerx et al. (2022),Greenland
FS5_5m,67.01,-46.465,1976.0,2021,4.708,4.749,SUMUP 2024,Clerx et al. (2022),Greenland
NSE_NSE (Core 1),66.498,-49.682,2360.0,2021,0.967,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
NSE_NSE (Core 2),66.498,-49.682,2360.0,2021,1.085,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
SDM_SDM (Core 1),63.149,-44.817,2896.0,2021,0.974,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
SE-Dome II (X-ray),67.19,-36.47,3160.0,2021,11.12,87.454,SUMUP 2024,Kawakami et al. (2023),Greenland
SE-Dome II (bulk),67.19,-36.47,3160.0,2021,10.217,160.208,SUMUP 2024,Kawakami et al. (2023),Greenland
2022-T3-15m,69.781,-47.677,,2022,10.022,7.034,SUMUP 2024,Harper and Humphrey (2022),Greenland
2022-T3-25m,69.78,-47.677,,2022,2.681,8.425,SUMUP 2024,Harper and Humphrey (2022),Greenland
2022-T3-6m,69.783,-47.668,,2022,3.738,3.501,SUMUP 2024,Harper and Humphrey (2022),Greenland
2022-T3-7m,69.781,-47.677,,2022,6.291,5.203,SUMUP 2024,Harper and Humphrey (2022),Greenland
2022-T4-25m,69.82,-47.451,,2022,6.671,16.273,SUMUP 2024,Harper and Humphrey (2022),Greenland
GC-Net_CEN2 (Therm Core),77.182,-61.115,1891.0,2022,2.01,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_CP1 (Mast Core),69.872,-47.038,1932.0,2022,1.233,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_CP1 (Therm Core),69.872,-47.038,1932.0,2022,4.391,6.42,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_DYE-2 (Therm Core),66.482,-46.291,2165.0,2022,4.871,8.54,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_NASA-E (Therm Core),75.002,-29.98,2629.0,2022,9.279,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_Tunu-N (Therm Core),78.019,-33.963,2079.0,2022,5.419,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
Nanok_PIT 01,65.536,-38.967,750.0,2022,0.17,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
Nanok_PIT 08,66.324,-45.742,2238.0,2022,0.369,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
2023-CP-11m,69.875,-47.007,,2023,5.012,,SUMUP 2024,Harper and Humphrey (2023),Greenland
2023-CP-25m,69.876,-47.006,,2023,14.074,3.525,SUMUP 2024,Harper and Humphrey (2023),Greenland
2023-T4-10m,69.82,-47.453,,2023,7.069,4.984,SUMUP 2024,Harper and Humphrey (2023),Greenland
2023-T5-25m,69.848,-47.274,,2023,6.987,10.781,SUMUP 2024,Harper and Humphrey (2023),Greenland
GC-Net_CP1_2023_core,69.872,-47.038,1932.0,2023,6.326,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_DY2_2023_core,66.482,-46.291,2165.0,2023,9.125,7.915,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_KAN_U_2023_core,67.001,-47.034,1838.0,2023,6.463,5.89,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_NAE_2023_core,75.002,-29.98,2628.0,2023,9.053,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_NAU_2023_core,73.841,-49.534,2339.0,2023,8.35,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_NSE_2023_core,66.478,-42.493,2389.0,2023,6.872,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_SDL_2023_core,66.0,-44.503,2473.0,2023,7.403,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_SDM_2023_core,63.149,-44.817,2896.0,2023,8.745,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_TUN_2023_core,78.019,-33.963,2079.0,2023,9.084,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
,69.939,-46.565,,2023,12.585,14.542,SUMUP 2024,Harper and Humphrey (2023),Greenland
GC-Net_CEN_core,77.182,-61.116,1893.0,2024,9.444,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_CEN_snowpit,77.182,-61.116,1893.0,2024,1.404,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_CP1_core,69.871,-47.043,1948.0,2024,8.271,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_CP1_snowpit,69.871,-47.043,1948.0,2024,1.3,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_DY2_S1_core,66.483,-46.294,,2024,6.515,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_DY2_S2_core,66.483,-46.294,,2024,3.128,8.998,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_EGP_snowpit_2,75.628,-35.968,2669.0,2024,0.27,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_HUM_core,78.529,-56.845,1969.0,2024,9.321,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_KAN_U_snowpit,67.001,-47.035,1840.0,2024,0.674,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_NEM_core,77.441,-51.084,2454.0,2024,9.499,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_NSE_S1_core,66.478,-42.493,,2024,7.797,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_SDL_S1_core,66.0,-44.502,,2024,12.371,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
GC-Net_SDM_S2_core,63.149,-44.817,2895.0,2024,9.756,,SUMUP 2024,GEUS snow and firn data (2023),Greenland
